Targeted.Region.ID	Exon.Number	Gene.Sym	Chr	OriStCoordinate	OriEndCoordinate	Mean.of.LogRatio	Adjusted.Mean.of.LogRatio	SD.of.LogRatio	Median.of.LogRatio	number.bases	P.Value	Adjusted.P.Value	gain.loss	tumour.rd	normal.rd	tumour.rd.ori	normal.rd.ori	MinLogRatio	MaxLogRatio	BinNumber
1750	0	unknown	chr15	34118792	34119032	0.078	0.00724291874670528	0.321	0.042	240	0.987798712212556	0.999890601729745	gain	133.445	121.515	139.838	115.05	-0.872	0.665	3
1751	0	unknown	chr15	34119323	34119563	-0.242	0.118570009824965	0.408	-0.125	240	0.816257811469354	0.999890601729745	gain	59.579	65.679	62.142	61.967	-1.438	0.341	2
1752	0	unknown	chr15	34123107	34123347	0.566	0.22626244504674	0.171	0.566	240	0.632843262127062	0.999890601729745	gain	235.385	161.77	247.063	153.321	0.226	0.985	3
1753	0	unknown	chr15	34127100	34127340	-0.097	-0.21800811867508	0.388	-0.082	240	0.645300432761104	0.999890601729745	loss	134.629	142.341	141.083	134.85	-0.979	0.494	3
1754	0	unknown	chr15	34129026	34129266	0.336	0.270123034398549	0.331	0.424	240	0.568450044037393	0.999890601729745	gain	143.613	109.305	150.533	103.442	-0.665	0.836	3
1755	0	unknown	chr15	34129774	34131214	0.181	-0.0178945946468981	0.228	0.175	1440	0.969861090613648	0.999890601729745	loss	167.763	147.135	175.935	139.408	-0.459	1.014	3
1756	0	unknown	chr15	34132934	34133114	0.564	0.328604165192435	0.244	0.601	180	0.487799935207178	0.999890601729745	gain	202.631	131.788	212.611	124.817	-0.076	0.956	3
1757	0	unknown	chr15	34134029	34134269	-0.137	0.367599540086931	0.62	-0.145	240	0.50363385733546	0.999890601729745	gain	47.473	51.322	49.408	48.317	-1.211	1.267	2
1758	0	unknown	chr15	34135611	34135851	0.498	0.078478522133463	0.25	0.569	240	0.868393877449425	0.999890601729745	gain	267.891	185.064	281.254	175.467	-0.048	0.837	3
1759	0	unknown	chr15	34137042	34137282	0.19	0.0414736370839557	0.326	0.107	240	0.930220739367907	0.999890601729745	gain	152.986	136.832	160.392	129.613	-0.255	0.985	3
1760	0	unknown	chr15	34140436	34140676	0.039	0.254907667790092	0.432	-0.003	240	0.606846119872738	0.999890601729745	gain	79.928	79.047	83.546	74.675	-0.907	0.847	3
1761	0	unknown	chr15	34145146	34145386	0.488	0.121552450728534	0.201	0.417	240	0.797452908315306	0.999890601729745	gain	240.103	174.922	252.025	165.825	0.116	1.036	3
1762	0	unknown	chr15	34145698	34145938	0.115	0.323584366049515	0.309	0.164	240	0.512973317596278	0.999890601729745	gain	82.915	77.99	86.688	73.671	-0.582	0.724	3
1763	0	unknown	chr15	34146499	34146739	0.233	-0.0339330576515318	0.243	0.265	240	0.942883635369766	0.999890601729745	loss	192.543	159.714	202	151.367	-0.726	0.565	3
1764	0	unknown	chr15	34146919	34147159	0.014	-0.170336593134245	0.198	0.03	240	0.719110859715786	0.999890601729745	loss	153.54	153.894	160.975	145.833	-0.39	0.54	3
1765	0	unknown	chr15	34149927	34150167	0.197	0.151492143554962	0.466	0.268	240	0.749074963203873	0.999890601729745	gain	138.167	106.403	144.804	100.683	-1.393	0.809	3
1766	0	unknown	chr15	34151733	34151973	-0.026	-0.234261463647802	0.327	-0.09	240	0.620869907250987	0.999890601729745	loss	156.404	163.392	163.988	154.863	-0.526	0.73	3
1767	0	unknown	chr15	34152707	34152947	0.527	0.229502827968817	0.137	0.551	240	0.627981048867347	0.999890601729745	gain	220.007	150.445	230.887	142.554	0.065	0.77	3
1768	0	unknown	chr15	34153208	34153448	0.176	-0.113645443255113	0.479	0.224	240	0.810368934470225	0.999890601729745	loss	198.398	167.292	208.158	158.571	-0.602	0.971	3
1769	0	unknown	chr15	34156243	34156483	0.244	0.0994484681699392	0.249	0.17	240	0.833687399666262	0.999890601729745	gain	156.892	131.034	164.5	124.1	-0.192	0.732	3
1770	0	unknown	chr15	34157276	34158356	0.261	-0.033720617507255	0.334	0.313	1080	0.943240610439813	0.999890601729745	loss	202.702	166.059	212.685	157.398	-0.568	1.127	3
1771	0	unknown	chr15	34158750	34158990	0.272	0.191280328976408	0.232	0.354	240	0.686309932565241	0.999890601729745	gain	141.601	117.579	148.417	111.308	-0.342	0.667	3
1772	0	unknown	chr15	34159635	34160115	-0.051	-0.125856342015541	0.27	-0.076	480	0.790445535507334	0.999890601729745	loss	125.853	130.835	131.852	123.91	-0.604	0.553	3
1773	0	unknown	chr15	34163049	34163229	0.113	0.366294040458422	0.14	0.132	180	0.463115425454911	0.999890601729745	gain	77.925	71.552	81.439	67.55	-0.196	0.398	3
1774	0	unknown	chr15	34168040	34168280	0.09	0.131931781884113	0.152	0.084	240	0.782290348171657	0.999890601729745	gain	109.859	101.894	115.029	96.396	-0.441	0.37	3
1775	0	unknown	chr15	34295200	34295440	0.378	0.0687469609040469	0.222	0.425	240	0.884591020339241	0.999890601729745	gain	214.223	163.475	224.804	154.942	-0.07	0.865	3
1778	0	unknown	chr15	34354877	34356557	-0.736	-0.697605959311888	0.415	-0.706	1680	0.143665522115666	0.999890601729745	loss	82.867	130.124	86.637	123.235	-2.662	0.123	3
1779	0	unknown	chr15	34376490	34376730	-0.401	-0.300748041277745	0.56	-0.39	240	0.5338810999028	0.999890601729745	loss	86.333	106.018	90.283	100.317	-1.669	0.498	3
1780	0	unknown	chr15	34380238	34380418	-0.114	0.0186255999221346	0.341	-0.011	180	0.969478317932489	0.999890601729745	gain	89.18	93.179	93.278	88.111	-0.84	0.413	3
1781	0	unknown	chr15	34382466	34382706	0.285	0.194808212325029	0.136	0.279	240	0.680840435509445	0.999890601729745	gain	144.148	119.109	151.096	112.763	-0.085	0.771	3
1782	0	unknown	chr15	34388034	34388274	-0.215	-0.123456316613563	0.571	-0.145	240	0.798072455356602	0.999890601729745	loss	95.096	100.035	99.5	94.629	-1.576	0.699	3
1783	0	unknown	chr15	34393801	34394041	-2.044	-0.728407432703414	0.496	-1.905	164	NA	NA	loss	5.242	20.722	4.988	19.226	-3.82	-1.069	1
1784	0	unknown	chr15	34394891	34396511	-0.253	-0.422323650084721	0.261	-0.274	1620	0.372558641728332	0.999890601729745	loss	137.424	162.498	144.023	154.013	-0.921	0.549	3
1785	0	unknown	chr15	34434435	34434615	0.552	0.535804376056635	0.305	0.612	180	0.257931701976417	0.999890601729745	gain	141.068	91.97	147.856	86.961	-0.224	1.113	3
1786	0	unknown	chr15	34437590	34437770	0.458	1.12128110410519	0.401	0.479	180	0.080078203322131	0.999890601729745	gain	43.372	32.692	45.094	30.606	-0.329	1.475	2
1787	0	unknown	chr15	34438885	34439125	0.203	0.0278645818474887	0.42	0.205	240	0.953085074213549	0.999890601729745	gain	166.466	136.342	174.571	129.146	-0.787	0.82	3
1788	0	unknown	chr15	34439324	34439725	0.491	0.34727738253919	0.322	0.567	401	0.46341280979287	0.999890601729745	gain	169.84	117.693	178.12	111.416	-1.081	0.971	3
1789	0	unknown	chr15	34440831	34441011	0.265	0.214032859662751	0.303	0.33	180	0.651335749703192	0.999890601729745	gain	135.474	111.306	141.972	105.344	-0.486	0.684	3
1790	0	unknown	chr15	34444949	34445309	0.421	0.32478228812754	0.398	0.349	360	0.492875307790807	0.999890601729745	gain	149.059	116.825	156.261	110.592	-0.209	1.736	3
1791	0	unknown	chr15	34446737	34446917	0.463	0.39608014620758	0.223	0.486	180	0.402997091391585	0.999890601729745	gain	148.013	105.34	155.161	99.672	-0.105	0.864	3
1792	0	unknown	chr15	34455698	34455938	0.002	0.149369611556873	0.401	-0.052	240	0.759684640096504	0.999890601729745	gain	90.398	87.584	94.558	82.792	-1.157	0.688	3
1793	0	unknown	chr15	34517237	34517477	-1.414	-0.487496367961849	1.086	-1.565	240	0.537995254908545	0.999890601729745	loss	17.977	31.319	18.383	29.3	-3.234	0.463	1
1794	0	unknown	chr15	34517673	34517913	-0.246	-0.201581197764506	0.299	-0.263	240	0.673030877710346	0.999890601729745	loss	97.936	112.951	102.487	106.908	-0.881	0.322	3
1795	0	unknown	chr15	34519849	34520089	-0.209	-0.252449764404631	0.616	-0.065	240	0.594019405823298	0.999890601729745	loss	120.658	123.084	126.388	116.542	-1.502	0.584	3
1796	0	unknown	chr15	34520589	34520829	-0.204	-0.348806516862566	0.301	-0.087	240	0.461446313821013	0.999890601729745	loss	136.059	151.988	142.588	144.021	-0.93	0.231	3
1797	0	unknown	chr15	34521850	34522090	0.219	0.0967617123088937	0.273	0.273	240	0.838117562108017	0.999890601729745	gain	152.673	124.859	160.063	118.229	-0.63	0.666	3
1798	0	unknown	chr15	34526006	34526246	-0.204	-0.143017387648624	0.342	-0.21	240	0.765453253704363	0.999890601729745	loss	95.203	110.006	99.612	104.108	-0.765	0.532	3
1799	0	unknown	chr15	34527327	34527567	-0.136	-0.231706218205611	0.428	-0.145	240	0.624684030403854	0.999890601729745	loss	127.451	138.209	133.533	130.921	-0.919	0.594	3
1800	0	unknown	chr15	34528187	34528427	-0.201	-0.0238536061348644	0.332	-0.189	240	0.96128210159214	0.999890601729745	loss	78.953	90.507	82.521	85.571	-0.954	0.421	3
1801	0	unknown	chr15	34528841	34529081	-0.356	-0.325588295304885	0.446	-0.375	240	0.494192194062559	0.999890601729745	loss	98.788	117.023	103.383	110.779	-1.291	0.329	3
1802	0	unknown	chr15	34529564	34529804	-0.015	-0.0853094221635108	0.328	-0.015	240	0.857057063980702	0.999890601729745	loss	128.331	126.441	134.458	119.733	-0.608	0.509	3
1803	0	unknown	chr15	34530396	34530636	-0.187	-0.150864107569258	0.422	-0.129	240	0.751709594802344	0.999890601729745	loss	102.206	111.579	106.979	105.604	-1.472	0.599	3
1804	0	unknown	chr15	34531142	34531382	-1.012	-0.231490810117164	0.538	-0.841	240	0.743648998451496	0.999890601729745	loss	21.352	41.351	21.933	38.837	-2.983	-0.098	2
1805	0	unknown	chr15	34532825	34533065	0.176	0.295503365187355	0.264	0.19	240	0.542693669678659	0.999890601729745	gain	97.88	88.465	102.429	83.629	-0.549	0.796	3
1806	0	unknown	chr15	34533365	34533605	-0.265	-0.0882080460349254	0.222	-0.243	240	0.857524260852127	0.999890601729745	loss	78.478	91.081	82.021	86.117	-0.956	0.087	3
1807	0	unknown	chr15	34534241	34534481	-0.025	-0.0913686649314692	0.349	-0.141	240	0.847025465944289	0.999890601729745	loss	124.504	128.619	130.433	121.804	-0.665	0.634	3
1808	0	unknown	chr15	34536103	34536343	0.052	0.0527178015410436	0.173	0.064	240	0.911372145266229	0.999890601729745	gain	115.417	111.216	120.875	105.258	-0.473	0.547	3
1809	0	unknown	chr15	34537424	34537664	-0.466	-0.231962383042672	0.25	-0.434	240	0.640857025137672	0.999890601729745	loss	64.372	89.924	67.183	85.017	-1.152	0.163	3
1810	0	unknown	chr15	34537860	34538100	-0.394	0.0757458606363236	0.998	-0.966	240	0.886285260666688	0.999890601729745	gain	47.164	57.471	49.083	54.163	-1.578	1.412	2
1811	0	unknown	chr15	34542406	34542646	0.031	-0.151432637125124	0.268	0.057	240	0.749170213267018	0.999890601729745	loss	156	150.471	163.563	142.579	-0.833	0.4	3
1812	0	unknown	chr15	34542760	34543000	-0.076	-0.130383155102181	0.163	-0.074	240	0.783093459296259	0.999890601729745	loss	120.991	127.182	126.737	120.438	-0.62	0.252	3
1813	0	unknown	chr15	34543058	34543298	-0.226	-0.164555863145477	0.183	-0.246	240	0.73143174155621	0.999890601729745	loss	94.184	110.869	98.542	104.929	-0.557	0.469	3
1814	0	unknown	chr15	34544357	34544597	0.12	0.031972102108173	0.276	0.097	240	0.946179165290304	0.999890601729745	gain	139.521	122.799	146.229	116.271	-0.55	0.682	3
1815	0	unknown	chr15	34546488	34546848	0.021	0.000481210151060823	0.342	0.026	360	0.999189330767446	0.999890601729745	gain	117.017	117.687	122.558	111.411	-0.8	0.989	3
1816	0	unknown	chr15	34547407	34547647	0.114	0.487665892847593	0.32	0.127	240	0.340512391213928	0.999890601729745	gain	63.904	58.68	66.692	55.313	-0.723	0.632	2
1817	0	unknown	chr15	34548336	34548576	-0.228	-0.365517385504758	0.218	-0.249	240	0.440262169562487	0.999890601729745	loss	131.056	153.552	137.325	145.508	-0.556	0.239	3
1818	0	unknown	chr15	34549795	34550035	-0.118	0.114344768101175	0.216	-0.113	240	0.818060565139627	0.999890601729745	gain	74.576	80.151	77.917	75.725	-0.735	0.358	3
1819	0	unknown	chr15	34550958	34551198	-0.108	-0.198265551783463	0.177	-0.056	240	0.675496538586067	0.999890601729745	loss	128.271	135.018	134.396	127.887	-0.707	0.176	3
1820	0	unknown	chr15	34553053	34553293	0.206	0.363082947570164	0.355	0.339	240	0.458064314541581	0.999890601729745	gain	95.943	79.213	100.392	74.833	-0.838	0.714	3
1821	0	unknown	chr15	34567447	34567687	0.187	0.443358954090295	0.443	0.254	240	0.374791410117868	0.999890601729745	gain	81.033	67.691	84.708	63.879	-0.669	0.908	3
1822	0	unknown	chr15	34610699	34610939	-0.152	-0.151027754034612	0.277	-0.163	240	0.749818398364766	0.999890601729745	loss	106.255	120.283	111.237	113.879	-0.773	0.726	3
1823	0	unknown	chr15	34628551	34628911	-0.586	-0.353451240588311	0.497	-0.387	360	0.477054923181784	0.999890601729745	loss	63.535	91.14	66.303	86.172	-1.669	0.22	3
1824	0	unknown	chr15	34634118	34634358	-0.292	-0.247273201386069	0.318	-0.343	240	0.604730659273658	0.999890601729745	loss	92.806	117.974	97.092	111.683	-0.809	0.476	3
1825	0	unknown	chr15	34635126	34635366	-0.496	-0.351857665913261	0.224	-0.445	240	0.47087088748267	0.999890601729745	loss	73.847	105.084	77.15	99.429	-1.088	-0.145	3
1826	0	unknown	chr15	34638107	34638347	-0.679	-0.437060481300781	0.468	-0.696	240	0.380194986670412	0.999890601729745	loss	60.64	91.66	63.258	86.667	-1.514	0.127	3
1827	0	unknown	chr15	34640163	34640883	-0.36	-0.114543727761229	0.543	-0.249	720	0.81823518301133	0.999890601729745	loss	69.127	82.293	72.185	77.761	-1.967	0.629	3
1828	0	unknown	chr15	34642848	34643088	-0.366	-0.0851983583342099	0.341	-0.394	240	0.865248036001282	0.999890601729745	loss	62.68	80.173	65.404	75.746	-1.035	0.364	2
1829	0	unknown	chr15	34645884	34646124	0.3	0.948596232882302	0.353	0.307	240	0.133509174830695	0.999890601729745	gain	43.211	34.716	44.925	32.529	-0.599	0.997	2
1830	0	unknown	chr15	34646609	34646969	-0.275	-0.032964839663793	0.257	-0.266	360	0.947229721786941	0.999890601729745	loss	69.545	82.731	72.625	78.178	-0.969	0.24	3
1831	0	unknown	chr15	34647159	34647399	-0.13	0.0353084048801454	0.26	-0.176	240	0.942573685231376	0.999890601729745	gain	82.554	90.244	86.308	85.321	-0.647	0.464	3
1832	0	unknown	chr15	34647669	34649709	-0.507	-0.307775983321285	0.539	-0.41	2040	0.532975443858962	0.999890601729745	loss	71.678	91.728	74.868	86.731	-2.306	0.605	3
1833	0	unknown	chr15	34651294	34651534	-0.537	0.427411316408816	0.971	-0.64	240	0.599227351426695	0.999890601729745	gain	18.805	27.506	19.254	25.675	-1.958	1.761	1
1834	0	unknown	chr15	34651747	34651987	0.021	1.23552223893285	0.852	0.023	233	NA	NA	gain	15.511	15.158	15.79	13.936	-1.479	1.584	1
1835	0	unknown	chr15	34652240	34652480	-0.682	0.0798483300319747	0.465	-0.628	240	0.908815787988188	0.999890601729745	gain	25.777	38.884	26.587	36.492	-1.648	0.295	2
1836	0	unknown	chr15	34653546	34653786	-0.391	0.42570056128244	0.773	-0.471	240	0.559049257790152	0.999890601729745	gain	26.93	32.143	27.8	30.083	-2.043	0.79	2
1837	0	unknown	chr15	34654398	34654578	-0.466	0.132146111342225	0.661	-0.259	180	0.826618875378082	0.999890601729745	gain	38.064	46.618	39.511	43.844	-2.074	0.54	2
1838	0	unknown	chr15	34654694	34655129	-0.251	-0.10906164766664	0.312	-0.197	435	0.823065119395715	0.999890601729745	loss	83.802	95.78	87.621	90.584	-1.273	0.632	3
1839	0	unknown	chr15	34655519	34655759	-0.437	0.362562325857437	0.532	-0.553	240	0.613978005682067	0.999890601729745	gain	25.646	35.119	26.45	32.913	-1.389	0.75	2
1840	0	unknown	chr15	34655770	34656010	-0.367	-0.0340110637164739	0.309	-0.364	240	0.946562019912987	0.999890601729745	loss	58.509	72.573	61.017	68.521	-1.065	0.231	2
1841	0	unknown	chr15	34656123	34656570	-0.261	-0.0967197591601238	0.456	-0.271	447	0.843539336289297	0.999890601729745	loss	83.963	89.128	87.79	84.26	-1.206	0.525	3
1842	0	unknown	chr15	34657198	34657438	-0.093	0.637311421240893	0.559	-0.003	231	0.347994303161924	0.999890601729745	gain	34.388	33.722	35.645	31.584	-2.33	0.632	2
1843	0	unknown	chr15	34657710	34657950	-0.268	0.257585779445462	0.204	-0.288	240	0.646527261935843	0.999890601729745	gain	43.068	52.369	44.775	49.313	-0.681	0.524	2
1844	0	unknown	chr15	34659123	34659363	0.197	1.33028217255149	0.323	0.205	100	NA	NA	gain	18.963	16.099	19.42	14.83	-0.391	0.781	1
1845	0	unknown	chr15	34673592	34673832	-0.069	0.225077192537109	0.812	0.459	224	0.654811242063742	0.999890601729745	gain	79.659	60.103	83.263	56.665	-1.632	0.989	2
1846	0	unknown	chr15	34673858	34674098	-1.507	-0.177601259604422	0.346	-1.488	168	NA	NA	loss	6.855	18.525	6.685	17.137	-2.198	-0.623	1
1847	0	unknown	chr15	34674169	34674777	-0.691	-0.176847320185194	0.321	-0.63	608	0.750054259504279	0.999890601729745	loss	37.748	59.504	39.179	56.095	-1.727	-0.004	2
1848	0	unknown	chr15	34674945	34675305	0.016	0.497901695370149	0.201	0.034	360	0.353503346351251	0.999890601729745	gain	52.013	50.547	54.183	47.581	-0.484	0.565	2
1849	0	unknown	chr15	34675564	34675804	-0.184	-0.147648325670564	0.227	-0.242	240	0.756844255908889	0.999890601729745	loss	98.764	114.945	103.358	108.804	-0.563	0.406	3
1850	0	unknown	chr15	34675879	34676324	-0.298	-0.351355224125992	0.186	-0.259	445	0.458179011592365	0.999890601729745	loss	112.867	134.886	118.193	127.762	-0.984	0.004	3
1851	0	unknown	chr15	34677182	34677770	-0.054	-0.210462840248567	0.298	-0.042	588	0.656775381162271	0.999890601729745	loss	147.774	145.859	154.91	138.194	-0.821	0.638	3
1852	0	unknown	chr15	34677839	34678079	-0.272	-0.37862962781764	0.413	-0.129	240	0.424037838502248	0.999890601729745	loss	124.738	145.747	130.679	138.088	-1.18	0.273	3
1853	0	unknown	chr15	34678763	34679003	-0.136	-0.175793650764151	0.254	-0.063	240	0.710511398650386	0.999890601729745	loss	117.932	124.346	123.521	117.742	-0.754	0.419	3
1854	0	unknown	chr15	34679972	34680212	0.258	0.333180095326956	0.277	0.339	240	0.4883834550996	0.999890601729745	gain	109.847	90.617	115.017	85.675	-0.447	0.689	3
1855	0	unknown	chr15	34681747	34681987	-0.19	0.193080535807919	0.277	-0.145	240	0.706422261490317	0.999890601729745	gain	56.81	63.887	59.229	60.263	-0.806	0.33	2
1856	0	unknown	chr15	34817444	34817744	0.745	0.451618831496161	0.305	0.742	300	0.340314259697727	0.999890601729745	gain	229.06	138.888	240.41	131.567	0.084	1.425	3
1857	0	unknown	chr15	34817773	34820053	0.269	-0.0888012688073588	0.377	0.267	2280	0.851273083804035	0.999890601729745	loss	224.903	184.251	236.038	174.693	-0.818	1.283	3
1858	0	unknown	chr15	34820079	34820319	-1.041	0.275411203163851	0.617	-0.827	229	NA	NA	gain	9.16	16.769	9.109	15.467	-2.183	0.064	1
1859	0	unknown	chr15	34820390	34820998	-0.381	0.157010286425731	0.354	-0.344	608	0.782523915456821	0.999890601729745	gain	40.777	52.726	42.365	49.651	-1.274	0.499	2
1860	0	unknown	chr15	34821166	34821526	-0.339	0.19021484487778	0.478	-0.259	360	0.735816694736664	0.999890601729745	gain	42.632	52.236	44.317	49.186	-1.631	0.582	2
1861	0	unknown	chr15	34821785	34822025	-0.366	-0.345835689075736	0.162	-0.357	240	0.466744935611502	0.999890601729745	loss	95.306	124.18	99.721	117.583	-0.816	-0.02	3
1862	0	unknown	chr15	34822100	34822545	-0.275	-0.359843116520769	0.331	-0.305	445	0.447392097185607	0.999890601729745	loss	119.337	141.61	124.998	134.155	-0.999	0.535	3
1863	0	unknown	chr15	34823403	34823991	-0.012	-0.134078637898329	0.286	-0.008	588	0.777105856129	0.999890601729745	loss	140.725	136.734	147.495	129.519	-1.156	0.615	3
1864	0	unknown	chr15	34824060	34824300	-0.199	-0.271387765592077	0.277	-0.1	240	0.566640614117601	0.999890601729745	loss	118.958	136.688	124.6	129.475	-0.856	0.285	3
1865	0	unknown	chr15	34824984	34825224	0.022	0.128467589132031	0.262	0.1	228	0.790715705780187	0.999890601729745	gain	97.435	92.956	101.961	87.899	-0.648	0.402	3
1866	0	unknown	chr15	34826193	34826433	0.083	0.159656216722321	0.352	0.129	240	0.739952340506344	0.999890601729745	gain	105.197	94.78	110.125	89.633	-0.77	0.695	3
1867	0	unknown	chr15	34828023	34828263	-0.216	0.222490949475681	0.207	-0.265	240	0.667736900717737	0.999890601729745	gain	51.375	58.79	53.513	55.417	-0.661	0.169	2
1868	0	unknown	chr15	35044645	35045605	-0.218	-0.332697829424594	0.359	-0.231	960	0.482395069648706	0.999890601729745	loss	130.807	143.298	137.063	135.759	-1.152	0.558	3
1869	0	unknown	chr15	35046533	35046773	-0.586	0.576045182441004	0.38	-0.68	215	NA	NA	gain	13.262	20.177	13.423	18.707	-1.442	0.479	1
1870	0	unknown	chr15	35082563	35082803	0.163	0.0793930754010141	0.187	0.222	240	0.866874428129802	0.999890601729745	gain	138.8	121.616	145.471	115.146	-0.403	0.447	3
1871	0	unknown	chr15	35083284	35083524	0.299	0.256392384845147	0.233	0.204	240	0.588269881482762	0.999890601729745	gain	132.324	111.08	138.658	105.129	-0.045	0.86	3
1872	0	unknown	chr15	35084265	35084505	-0.073	0.0385988402579555	0.29	-0.145	240	0.936516948011931	0.999890601729745	gain	92.675	96.113	96.954	90.9	-0.757	0.457	3
1873	0	unknown	chr15	35084568	35084808	-0.154	0.116356340659544	0.239	-0.104	240	0.816339235813265	0.999890601729745	gain	68.789	76.544	71.829	72.296	-0.694	0.312	2
1874	0	unknown	chr15	35085427	35085787	-0.144	0.260767570114542	0.343	-0.11	360	0.612504705775877	0.999890601729745	gain	55.984	60.476	58.361	57.019	-1.175	0.542	2
1875	0	unknown	chr15	35086824	35087064	-0.063	1.0414329031624	0.331	-0.027	176	NA	NA	gain	18.31	18.459	18.733	17.074	-0.986	0.486	1
1876	0	unknown	chr15	35148969	35149329	0.19	0.101474902723646	0.257	0.172	360	0.830349515324569	0.999890601729745	gain	139.927	122.608	146.656	116.089	-0.295	0.874	3
1877	0	unknown	chr15	35152178	35152418	0.51	0.279278702968561	0.249	0.474	240	0.555413997415923	0.999890601729745	gain	195.994	135.859	205.629	128.688	-0.054	1.072	3
1878	0	unknown	chr15	35155034	35155274	0.543	0.421575708812859	0.226	0.593	240	0.373405919088928	0.999890601729745	gain	164.41	112.75	172.408	106.717	-0.03	0.905	3
1879	0	unknown	chr15	35159646	35159886	0.959	1.00170608794523	0.298	0.85	240	0.0359266736885342	0.999890601729745	gain	140.163	71.32	146.904	67.329	0.218	1.621	3
1880	0	unknown	chr15	35162917	35163157	0.225	-0.029774678482871	0.251	0.219	240	0.94987318906339	0.999890601729745	loss	187.081	158.189	196.254	149.917	-0.556	0.66	3
1881	0	unknown	chr15	35165993	35166233	0.573	0.459219473977215	0.363	0.448	240	0.332249683012686	0.999890601729745	gain	165.749	107.942	173.817	102.146	0.011	1.279	3
1882	0	unknown	chr15	35166850	35167090	0.389	0.374016539834975	0.267	0.412	240	0.429705547341948	0.999890601729745	gain	131.508	101.065	137.8	95.608	-0.5	0.834	3
1883	0	unknown	chr15	35168050	35168290	0.918	0.78906162429161	0.176	0.95	240	0.0957097098179756	0.999890601729745	gain	184.351	96.262	193.383	91.042	0.547	1.279	3
1884	0	unknown	chr15	35174710	35174890	0.444	0.447762050432504	0.159	0.443	180	0.34445402645857	0.999890601729745	gain	129.48	96.019	135.667	90.811	0.076	0.835	3
1885	0	unknown	chr15	35176709	35176949	0.739	0.727725382266506	0.248	0.783	240	0.124412432054049	0.999890601729745	gain	145.277	85.879	152.283	81.171	0.106	1.151	3
1886	0	unknown	chr15	35178673	35178913	0.537	0.442430200099267	0.378	0.493	240	0.350229774287701	0.999890601729745	gain	156.757	108.406	164.358	102.588	-0.061	1.392	3
1887	0	unknown	chr15	35182349	35182589	0.305	0.300712268828935	0.296	0.296	240	0.525479578400169	0.999890601729745	gain	126.77	101.74	132.817	96.25	-0.198	1.096	3
1888	0	unknown	chr15	35185863	35186043	-0.072	0.0506019124863234	0.299	-0.138	180	0.917032285087385	0.999890601729745	gain	90.242	95.154	94.394	89.989	-0.538	0.648	3
1889	0	unknown	chr15	35189082	35189262	0.564	0.558847093303115	0.17	0.601	180	0.238021922322551	0.999890601729745	gain	137.497	91.339	144.1	86.361	0.136	0.86	3
1890	0	unknown	chr15	35189712	35189952	0.687	0.466729909896302	0.357	0.827	240	0.324403121361695	0.999890601729745	gain	204.891	121.296	214.988	114.842	-0.127	1.199	3
1891	0	unknown	chr15	35192762	35193122	0.089	-0.119862737774752	0.294	-0.004	360	0.800208514078962	0.999890601729745	loss	166.935	153.178	175.064	145.153	-0.335	0.841	3
1892	0	unknown	chr15	35196500	35196740	0.474	0.238507992460065	0.226	0.447	240	0.614553789430642	0.999890601729745	gain	192.512	141.96	201.967	134.488	-0.042	1.296	3
1893	0	unknown	chr15	35198708	35198948	0.319	0.248069182640057	0.242	0.367	240	0.600437582438586	0.999890601729745	gain	140.666	114.367	147.433	108.254	-0.21	0.8	3
1894	0	unknown	chr15	35202304	35202544	-0.124	-0.244378937507323	0.162	-0.112	240	0.605868520902589	0.999890601729745	loss	133.215	143.468	139.596	135.921	-0.57	0.19	3
1895	0	unknown	chr15	35207188	35207428	0.362	0.277959772424661	0.242	0.37	240	0.557282885733979	0.999890601729745	gain	146.937	113.665	154.029	107.588	-0.211	0.962	3
1896	0	unknown	chr15	35210398	35210638	0.497	0.374505922810441	0.25	0.523	240	0.429102205554165	0.999890601729745	gain	163.677	113.972	171.637	107.879	-0.116	1.061	3
1897	0	unknown	chr15	35212463	35212703	0.299	0.134107663344846	0.208	0.254	240	0.777058879522691	0.999890601729745	gain	165.286	132.454	173.329	125.45	-0.186	0.737	3
1898	0	unknown	chr15	35219162	35219342	0.248	0.355204356873851	0.441	0.321	180	0.463164099663978	0.999890601729745	gain	101.994	88.166	106.756	83.344	-0.608	0.943	3
1899	0	unknown	chr15	35222394	35222634	0.301	0.0598929669576436	0.27	0.312	240	0.899369752269678	0.999890601729745	gain	184.953	152.628	194.017	144.629	-0.348	0.767	3
1900	0	unknown	chr15	35224456	35224696	0.305	0.152042205773592	0.221	0.304	240	0.748194677384011	0.999890601729745	gain	163.02	128.922	170.946	122.092	-0.178	0.712	3
1901	0	unknown	chr15	35226683	35226923	0.357	0.489030192546775	0.389	0.309	240	0.315021123430338	0.999890601729745	gain	100.182	82.356	104.85	77.821	-0.377	1.204	3
1902	0	unknown	chr15	35230855	35231095	0.391	0.291799565648746	0.188	0.407	240	0.537826316437096	0.999890601729745	gain	151.017	116.177	158.321	109.975	-0.067	0.747	3
1903	0	unknown	chr15	35233029	35233269	0.084	-0.117446643551212	0.283	0.02	240	0.804153027823393	0.999890601729745	loss	162.497	153.728	170.396	145.675	-0.37	0.656	3
1904	0	unknown	chr15	35234126	35234366	-0.068	-0.18761954421874	0.273	-0.039	240	0.692002893051563	0.999890601729745	loss	136.222	140.115	142.758	132.733	-1.015	0.399	3
